at	O
37	O
.	O

5mg	O
my	O
depression	O
is	O
controlled	O
.	O

i	O
will	O
experience	O
episodes	O
of	O
depression	O
but	O
it	O
'	O
s	O
manageable	O
.	O

when	O
i	O
increase	O
the	O
dose	O
to	O
75mg	O
i	O
experience	O
vivid	B
dreams	I
,	O
interrupted	B
sleep	I
,	O
anxiety	B
,	O
irritability	B
and	O
unwarranted	B
anger	I
.	O

for	O
me	O
,	O
this	O
medication	O
manages	O
my	O
depression	O
if	O
i	O
take	O
it	O
at	O
a	O
low	O
dose	O
.	O

i	O
have	O
not	O
gained	O
/	O
lost	O
weight	O
,	O
but	O
i	O
am	O
an	O
endurance	O
athlete	O
.	O

nausea	B
,	O
tremor	B
.	O

terrible	O
night	O
sweats	O
(	O
most	O
nights	O
)	O
,	O
non	B
-	I
existent	I
libido	I
,	O
concentration	B
difficulties	I
,	O
unbearable	O
discontinuation	O
syndrome	O
if	O
i	O
miss	O
a	O
tablet	O
.	O

there	O
'	O
s	O
no	O
doubt	O
that	O
effexor	O
xr	O
saved	O
my	O
life	O
,	O
however	O
long	O
-	O
term	O
use	O
is	O
not	O
the	O
best	O
.	O

my	O
moods	O
are	O
stable	O
,	O
but	O
i	O
'	O
m	O
now	O
mildly	B
and	I
continuously	I
depressed	I
because	O
of	O
the	O
two	O
main	O
side	O
effects	O
-	O
lack	B
of	I
libido	I
and	O
bad	B
night	I
sweats	I
.	O

it	O
'	O
s	O
ruining	B
my	I
relationship	I
,	O
and	O
so	O
i	O
'	O
d	O
really	O
like	O
to	O
get	O
off	O
it	O
but	O
am	O
terrified	O
due	O
to	O
the	O
side	O
effects	O
,	O
and	O
not	O
knowing	O
what	O
i	O
'	O
ll	O
be	O
like	O
when	O
i	O
'	O
m	O
off	O
it	O
.	O

i	O
didn	O
'	O
t	O
have	O
a	O
choice	O
but	O
to	O
resort	O
to	O
this	O
drug	O
,	O
and	O
i	O
owe	O
my	O
life	O
to	O
it	O
.	O

it	O
has	O
made	O
my	O
life	O
bearable	O
,	O
but	O
introduced	O
new	O
problems	O
which	O
i	O
never	O
had	O
before	O
.	O

headaches	O
,	O
fitful	B
sleeping	I
and	O
takes	B
a	I
while	I
to	I
get	I
going	I
in	I
the	I
morning	I
.	O

other	O
than	O
that	O
it	O
has	O
helped	O
enormounsly	O
with	O
my	O
depression	O
.	O

my	O
periods	B
have	I
become	I
irregular	I
and	I
at	I
first	I
were	I
light	I
now	I
quite	I
heavy	I
and	I
lasting	I
a	I
full	I
week	I
.	O

did	O
not	O
gain	O
weight	O
or	O
lose	O
interest	O
in	O
sex	O
.	O

intensified	O
anxiety	O
.	O

terrible	O
hostile	O
thoughts	O
(	O
short	O
term	O
)	O
and	O
felt	B
could	I
lose	I
control	I
.	O

sinister	O
&	O
negative	O
outlook	O
,	O
seems	O
to	O
take	O
you	O
lower	O
before	O
bouncing	O
back	O
up	O
.	O

yawning	O
,	O
constipation	B
(	I
short	I
term	I
)	I
.	O

have	O
gone	O
back	O
on	O
eff	O
after	O
6	O
month	O
break	O
.	O

initial	O
withdrawal	O
done	O
slowly	O
was	O
fine	O
,	O
however	O
gradually	O
spiralled	O
down	O
without	O
it	O
.	O

the	O
initial	O
side	O
effects	O
are	O
terrifying	O
but	O
thankfully	O
past	O
experience	O
told	O
me	O
to	O
while	O
i	O
have	O
been	O
on	O
effexor	O
,	O
i	O
have	O
identified	O
side	O
effects	O
like	O
asexuality	B
-	O
also	O
,	O
other	O
sexual	O
side	O
effects	O
;	O
including	O
:	O
ejaculation	O
problems	O
,	O
and	O
reduced	B
climax	I
intensity	I
.	O

there	O
are	O
also	O
more	O
mild	O
effects	O
on	O
my	O
sleep	O
-	O
night	O
sweats	O
,	O
and	O
vivid	B
dreaming	I
.	O

i	O
do	O
not	O
mind	O
these	O
as	O
they	O
are	O
not	O
bad	O
enough	O
to	O
be	O
particularly	O
unpleasant	O
.	O

no	O
real	O
side	O
effects	O
besides	O
a	B
little	I
more	I
lethargy	I
/	I
sleepiness	I
than	I
usual	I
.	O

i	O
only	O
experience	O
a	O
little	O
nausea	O
/	O
dizziness	O
if	O
i	O
miss	O
a	O
dose	O
.	O

has	O
worked	O
relatively	O
well	O
and	O
is	O
the	O
only	O
anti	O
-	O
depressant	O
i	O
'	O
ve	O
been	O
on	O
.	O

i	O
take	O
it	O
at	O
night	O
and	O
any	O
time	O
i	O
miss	O
a	O
dose	O
